Comparison	p53Target	Ensg	GeneID	p53	TargetRegion	InteractionBait	InteractionOtherEnd	InteractionDynamism	EnrichedInGeneSet	p53EnsgGenomicDistance	H3K27acLog2FCp53	H3K27acLog2FCensg	H3K27acLog2FCenhancer	ExprLog2FCensg
Nut10h.vs.Nut0h	enhancer	ENSG00000107819	SFXN3	10:102769404-102769626	10:102766230-102774128	10:102790674-102794582	10:102762773-102789176	gained	DANG_REGULATED_BY_MYC_DN,JOHNSTONE_PARVB_TARGETS_3_UP,HELLER_HDAC_TARGETS_UP,PGM3_TARGET_GENES	21076	0.389502272601915	0.63769337368541	0.200982354749147	
Nut10h.vs.Nut0h	enhancer	ENSG00000107819	SFXN3	10:102769404-102769626	10:102766230-102774128	10:102790674-102794582	10:102762773-102789176	gained	DANG_REGULATED_BY_MYC_DN,JOHNSTONE_PARVB_TARGETS_3_UP,HELLER_HDAC_TARGETS_UP,PGM3_TARGET_GENES	21076	0.389502272601915	0.63769337368541	0.200982354749147	
Nut10h.vs.Nut0h	enhancer	ENSG00000182319	SGK223	8:8483359-8483581	8:8482629-8484720	8:8238661-8248628	8:8482037-8484790	maintained		239062	1.85267197070219	0.8970573390997	1.7051494985232	
Nut10h.vs.Nut0h	enhancer	ENSG00000169375	SIN3A	15:75959054-75959276	15:75957637-75963306	15:75740983-75749322	15:75938893-75968994	gained	EGR2_01,ZNF708_TARGET_GENES,MIR138_5P,MIR519A_2_5P_MIR520B_5P	210582	1.25664523842891	0.65540644420558	0.810539725982151	
Nut10h.vs.Nut0h	enhancer	ENSG00000144136	SLC20A1	2:113450219-113450441	2:113448129-113451605	2:113402487-113405754	2:113449093-113452250	maintained	PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,AP1FJ_Q2	47296	1.3188609509408	0.578685732846416	0.948294400204041	
Nut10h.vs.Nut0h	enhancer	ENSG00000013306	SLC25A39	17:42271026-42271248	17:42269268-42271952	17:42259675-42271519	17:42400936-42405862	maintained	chr17q21,JOHNSTONE_PARVB_TARGETS_3_UP,MIR3619_5P,MIR761,MIR214_3P,EGR2_01,ZNF581_TARGET_GENES	131501	1.14417720972049	0.497137327947115	0.904912519947845	
Nut10h.vs.Nut0h	enhancer	ENSG00000135632	SMYD5	2:73121225-73121447	2:73121049-73121490	2:73114107-73123895	2:73439998-73447891	gained	MIR3619_5P,MIR761,MIR214_3P,MIR4291,EGR2_01,GAGCCAG_MIR149	319614	0.728315611340262	0.384336188949132	0.728315611340262	-0.276854224448061
Nut10h.vs.Nut0h	enhancer	ENSG00000252526	SNORA70	16:50200870-50201092	16:50199917-50202059	16:50175457-50189165	16:50194697-50201355	maintained		14939	1.91484564193577	0.435064363862806	1.72296394964678	
Nut10h.vs.Nut0h	enhancer	ENSG00000106266	SNX8	7:2276937-2277159	7:2276577-2277843	7:2271653-2281302	7:2390145-2400062	gained	MIR1976,MIR3619_5P,HOXA7_TARGET_GENES,TAZ_TARGET_GENES	117305	1.6330922232012	0.278683025561018	1.61325187554438	
Nut10h.vs.Nut0h	enhancer	ENSG00000184361	SPATA32	17:43361558-43361780	17:43354795-43362454	17:43333301-43342451	17:43343465-43361651	maintained	chr17q21	21790	1.92021541580231	0.812736365101342	0.717879213335146	
Nut10h.vs.Nut0h	enhancer	ENSG00000115661	STK16	2:220151278-220151500	2:220149945-220152018	2:220107051-220113970	2:220133863-220160297	maintained		41612	1.21684446536714	1.02714291861548	1.31330528041807	
Nut10h.vs.Nut0h	enhancer	ENSG00000136854	STXBP1	9:130475564-130475786	9:130475045-130475863	9:130370579-130378579	9:130462452-130476588	maintained	LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P	101531		0.525515534169795	0.876586461338096	
Nut10h.vs.Nut0h	enhancer	ENSG00000164674	SYTL3	6:159120412-159120634	6:159118676-159120602	6:159063732-159071602	6:159114133-159124537	maintained		49877		1.27118559972905	0.447152961076676	
Nut10h.vs.Nut0h	enhancer	ENSG00000177565	TBL1XR1	3:177196496-177196718	3:177196424-177197094	3:176913576-176920530	3:177195618-177198770	gained	MIR1976,MIR3619_5P,MIR761,MIR4503,MIR214_3P,MIR4530,MIR6834_3P,MIR4261,MIR147B_5P,MIR4668_5P,HAND1_TARGET_GENES,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	280946	1.43388458779825	0.506983165056726	1.33362868200878	
Nut10h.vs.Nut0h	enhancer	ENSG00000148737	TCF7L2	10:114475946-114476168	10:114475591-114477404	10:114706031-114714217	10:114475243-114476923	maintained	PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P,ZFP3_TARGET_GENES,MIR4261,MIR379_3P_MIR411_3P,MIR147B_5P,HAND1_TARGET_GENES,HNF3ALPHA_Q6,MIR4495,MIR3120_3P,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	233552	1.46165485243611	0.488266658233689	0.935134168420534	
Nut10h.vs.Nut0h	enhancer	ENSG00000129566	TEP1	14:20869313-20869535	14:20868117-20870450	14:20880222-20889907	14:20867019-20879433	gained		12564	1.50519854401627	0.72626592182732	1.23675839940445	
Nut10h.vs.Nut0h	enhancer	ENSG00000182459	TEX19	17:80342509-80342731	17:80342014-80343969	17:80307309-80319807	17:80324601-80357313	maintained	chr17q25,AP1FJ_Q2,AP1_Q4	25897	1.19498188124121	-0.238534778557988	0.816758950998207	
Nut10h.vs.Nut0h	enhancer	ENSG00000163513	TGFBR2	3:30269355-30269577	3:30269241-30270345	3:30646159-30650167	3:30266861-30270623	maintained	DANG_REGULATED_BY_MYC_DN,KIM_WT1_TARGETS_12HR_DN,JOHNSTONE_PARVB_TARGETS_3_UP,TTGGAGA_MIR5155P_MIR519E,CTATGCA_MIR153,ZFP3_TARGET_GENES,CP2_02,AP1FJ_Q2,MIR4782_3P,AP1_Q4,MIR4495,MIR544A	378128		1.16232969236504	1.32800570799431	
Nut10h.vs.Nut0h	enhancer	ENSG00000163513	TGFBR2	3:30269355-30269577	3:30269241-30270345	3:30646159-30650167	3:30266861-30270623	maintained	DANG_REGULATED_BY_MYC_DN,KIM_WT1_TARGETS_12HR_DN,JOHNSTONE_PARVB_TARGETS_3_UP,TTGGAGA_MIR5155P_MIR519E,CTATGCA_MIR153,ZFP3_TARGET_GENES,CP2_02,AP1FJ_Q2,MIR4782_3P,AP1_Q4,MIR4495,MIR544A	378128		1.16232969236504	1.32800570799431	
Nut10h.vs.Nut0h	enhancer	ENSG00000163513	TGFBR2	3:30269355-30269577	3:30269241-30270345	3:30646159-30650167	3:30266861-30270623	maintained	DANG_REGULATED_BY_MYC_DN,KIM_WT1_TARGETS_12HR_DN,JOHNSTONE_PARVB_TARGETS_3_UP,TTGGAGA_MIR5155P_MIR519E,CTATGCA_MIR153,ZFP3_TARGET_GENES,CP2_02,AP1FJ_Q2,MIR4782_3P,AP1_Q4,MIR4495,MIR544A	378128		1.16232969236504	1.32800570799431	
Nut10h.vs.Nut0h	enhancer	ENSG00000109066	TMEM104	17:72754716-72754938	17:72753182-72758256	17:72738651-72762155	17:72769612-72775423	maintained	chr17q25,MIR4503,TTGCWCAAY_CEBPB_02	17395	0.664403227184511	0.675394623337702	0.599554242950388	
Nut10h.vs.Nut0h	enhancer	ENSG00000135956	TMEM127	2:96766081-96766303	2:96765844-96766176	2:96930538-96932897	2:96763247-96770788	gained	MIR4668_5P,GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	165940		0.6092678455837		
Nut10h.vs.Nut0h	enhancer	ENSG00000150433	TMEM218	11:124816844-124817066	11:124816609-124817386	11:124815808-124824596	11:124981079-124982348	maintained		165104	1.43073758292255	0.674566574100869	1.43073758292255	
Nut10h.vs.Nut0h	enhancer	ENSG00000083312	TNPO1	5:71659118-71659340	5:71658428-71660785	5:72110275-72113468	5:71659268-71661567	gained	MIR3619_5P,MIR761,MIR4503,MIR214_3P,MIR4530,TTGGAGA_MIR5155P_MIR519E,MIR4291,MIR6885_3P,MIR4465,MIR8057,MIR379_3P_MIR411_3P,MIR203A_3P,MIR507,MIR4668_5P,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR4495,MIR548AZ_3P,MIR32_3P,MIR544A	452510	1.97634160534695	0.599276435834778	1.94946384235252	
Nut10h.vs.Nut0h	enhancer	ENSG00000141232	TOB1	17:49026942-49027164	17:49025086-49030290	17:48945251-48950258	17:49026568-49027171	maintained	chr17q21,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P,MIR4465,ZNF581_TARGET_GENES,PGM3_TARGET_GENES,AP1FJ_Q2,HNF3ALPHA_Q6,TTGCWCAAY_CEBPB_02,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	81314	1.34856363937598	0.802532104803313	1.10355556296091	
Nut10h.vs.Nut0h	enhancer	ENSG00000131747	TOP2A	17:38694271-38694493	17:38692371-38695129	17:38567144-38574423	17:38688681-38695675	maintained	chr17q21,HELLER_HDAC_TARGETS_UP,MIR6774_5P,MIR635,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	119780	1.48626229918713	-0.0793220715941867	0.96579358605589	
Nut10h.vs.Nut0h	enhancer	ENSG00000164938	TP53INP1	8:96237873-96238095	8:96237449-96238896	8:95960139-95964150	8:96236111-96239918	gained	MIR153_3P,LET_7F_2_3P,CTATGCA_MIR153,MIR1185_1_3P_MIR1185_2_3P,MIR4465,MIR6834_3P,MIR548A_3P,MIR548BC,MIR548E_3P,CAGCACT_MIR5123P,ACATATC_MIR190,MIR548F_3P,MIR548AZ_3P,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	275945	1.21819555000088	1.89476592858644	1.28338638304868	
Nut10h.vs.Nut0h	enhancer	ENSG00000146833	TRIM4	7:99159069-99159291	7:99158846-99162417	7:99515070-99519011	7:99157581-99159286	gained	HOXA7_TARGET_GENES,MIR203A_3P	358443	0.960812769227736	0.444667577987359	0.341415441069538	
Nut10h.vs.Nut0h	enhancer	ENSG00000153827	TRIP12	2:230665400-230665622	2:230664971-230666046	2:230784553-230794215	2:230663715-230666296	maintained	DANG_REGULATED_BY_MYC_DN,MIR4668_5P,MIR3120_3P	122844	1.88126805518155	0.584482777975013	1.31147875442014	
Nut10h.vs.Nut0h	enhancer	ENSG00000182173	TSEN54	17:73536569-73536791	17:73535716-73538952	17:73513685-73523432	17:73530070-73537357	maintained	chr17q25,TAZ_TARGET_GENES	24939	0.701830342803152	0.364436128821673	0.341771140416974	
Nut10h.vs.Nut0h	enhancer	ENSG00000215845	TSTD1	1:161074412-161074634	1:161071507-161077583	1:161000389-161009261	1:161067306-161076002	maintained		65343	1.02783764281688	0.555761358828468	0.441636303935147	
Nut10h.vs.Nut0h	enhancer	ENSG00000174521	TTC9B	19:40661093-40661315	19:40661201-40661865	19:40714989-40724674	19:40660470-40663950	maintained		63502		0.600487300032502		
Nut10h.vs.Nut0h	enhancer	ENSG00000185262	UBALD2	17:74128359-74128581	17:74127735-74129740	17:74260472-74262781	17:74115491-74128484	maintained	chr17q25,PGM3_TARGET_GENES	132413	1.3747775872048	0.81442843510208	1.45432600747094	
Nut10h.vs.Nut0h	enhancer	ENSG00000137073	UBAP2	9:34072495-34072717	9:34071987-34073603	9:33928232-33938469	9:34070768-34073945	maintained	MIR1976,TTGGAGA_MIR5155P_MIR519E,GAGCCAG_MIR149,ZNF581_TARGET_GENES,HAND1_TARGET_GENES	23259	1.60856820582322	-0.600071452457319	1.60856820582322	
Nut10h.vs.Nut0h	enhancer	ENSG00000118900	UBN1	16:4947408-4947630	16:4947218-4948042	16:4896332-4902451	16:4947499-4950234	gained	MIR8057,MIR300,MIR381_3P,MIR4495	51253	1.31758191692047	0.535483695926849	1.31758191692047	
Nut10h.vs.Nut0h	enhancer	ENSG00000168246	UBTD2	5:171535816-171536038	5:171535409-171536614	5:171707791-171712026	5:171531959-171541084	maintained	PITX1_TARGET_GENES,GAGCCAG_MIR149,MIR32_3P	175548	1.76894822355153	-0.0450597190622045	1.6798992471802	
Nut10h.vs.Nut0h	enhancer	ENSG00000090686	USP48	1:22282357-22282579	1:22282073-22284089	1:22108302-22111128	1:22278089-22282511	gained	LET_7F_2_3P,ETF_Q6,MIR1185_1_3P_MIR1185_2_3P,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	171969	1.38008169056768	0.496129438812396	1.13649283419918	
Nut10h.vs.Nut0h	enhancer	ENSG00000090686	USP48	1:22282357-22282579	1:22282073-22284089	1:22108302-22111128	1:22282512-22288910	maintained	LET_7F_2_3P,ETF_Q6,MIR1185_1_3P_MIR1185_2_3P,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	171969	1.38008169056768	0.496129438812396	1.13649283419918	
Nut10h.vs.Nut0h	enhancer	ENSG00000148429	USP6NL	10:11727789-11728011	10:11725576-11728925	10:11645734-11654324	10:11727838-11729068	maintained	MIR4503,MIR142_3P	73747	1.065016254034	0.438831342438141	0.827212670475129	
Nut10h.vs.Nut0h	enhancer	ENSG00000011260	UTP18	17:49321959-49322181	17:49321729-49322600	17:49333641-49345729	17:49313241-49322720	gained	chr17q21	15419	1.31995922286357	0.558932437690336	1.31995922286357	-0.460610573608965
Nut10h.vs.Nut0h	enhancer	ENSG00000118640	VAMP8	2:85638090-85638312	2:85636729-85641876	2:85787962-85789968	2:85616162-85640232	gained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,ZNF581_TARGET_GENES	150084	0.59620175239383	0.58571211292162	0.345379787724755	
Nut10h.vs.Nut0h	enhancer	ENSG00000118640	VAMP8	2:85638090-85638312	2:85636729-85641876	2:85787962-85789968	2:85616162-85640232	gained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,ZNF581_TARGET_GENES	150084	0.59620175239383	0.58571211292162	0.345379787724755	
Nut10h.vs.Nut0h	enhancer	ENSG00000136451	VEZF1	17:55945468-55945690	17:55944301-55946747	17:56062994-56067461	17:55937307-55947965	maintained	MIR4503,TTGGAGA_MIR5155P_MIR519E,MIR6885_3P,MIR300,MIR381_3P,CP2_02,MIR138_5P,MIR519A_2_5P_MIR520B_5P,CAGCACT_MIR5123P	120441	0.369030026354241	0.440629491180515	0.29648370739775	
Nut10h.vs.Nut0h	enhancer	ENSG00000136451	VEZF1	17:55978856-55979078	17:55978253-55982933	17:56062994-56067461	17:55976235-55985140	maintained	MIR4503,TTGGAGA_MIR5155P_MIR519E,MIR6885_3P,MIR300,MIR381_3P,CP2_02,MIR138_5P,MIR519A_2_5P_MIR520B_5P,CAGCACT_MIR5123P	87053	0.892774848792128	0.440629491180515	0.521063501372749	
Nut10h.vs.Nut0h	enhancer	ENSG00000104142	VPS18	15:41604088-41604310	15:41603827-41604982	15:41181631-41198090	15:41602377-41606203	gained	JOHNSTONE_PARVB_TARGETS_3_UP,PITX1_TARGET_GENES	417971	1.2594700774022	0.704012740115833	1.2108807642913	
Nut10h.vs.Nut0h	enhancer	ENSG00000070540	WIPI1	17:66260038-66260260	17:66259472-66262032	17:66419009-66424890	17:66257972-66260963	maintained	MIR300,MIR381_3P	193905	1.04696506034265	1.01678345638544	0.469249902895113	
Nut10h.vs.Nut0h	enhancer	ENSG00000070540	WIPI1	17:66260038-66260260	17:66259472-66262032	17:66446836-66458638	17:66257972-66260963	maintained	MIR300,MIR381_3P	193905	1.04696506034265	1.01678345638544	0.469249902895113	
Nut10h.vs.Nut0h	enhancer	ENSG00000211996	Z97352.1	6:129820877-129821099	6:129818252-129824876	6:130066464-130078570	6:129820752-129825179	maintained		247494	1.20058938527267	0.12339855596216	0.434111428354641	
Nut10h.vs.Nut0h	enhancer	ENSG00000166860	ZBTB39	12:57425275-57425497	12:57424911-57425905	12:57399089-57400611	12:57419095-57427040	maintained	MIR3619_5P,MIR761,MIR214_3P,MIR4530,MIR4291,MIR300,MIR381_3P,MIR4668_5P,TAZ_TARGET_GENES,MIR3120_3P	24756	1.06739934694708	0.139865172191275	1.06739934694708	
Nut10h.vs.Nut0h	enhancer	ENSG00000159733	ZFYVE28	4:2410628-2410850	4:2410565-2410833	4:2265344-2302069	4:2406464-2423058	gained	TAZ_TARGET_GENES,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P,MIR3120_3P	10051		0.936500207780925		
Nut10h.vs.Nut0h	enhancer	ENSG00000197024	ZNF398	7:148721070-148721292	7:148720165-148725003	7:148711364-148726471	7:148822204-148829956	gained	MIR4291,PITX1_TARGET_GENES,MIR6124,ZNF708_TARGET_GENES,MIR4782_3P	101927	1.04656213820822	0.513070192194918	0.586499787522758	
Nut10h.vs.Nut0h	enhancer	ENSG00000204947	ZNF425	7:148721070-148721292	7:148720165-148725003	7:148711364-148726471	7:148822204-148829956	gained	ZNF708_TARGET_GENES	102657	1.04656213820822	0.513070192194918	0.586499787522758	
Nut10h.vs.Nut0h	enhancer	ENSG00000214655	ZSWIM8	10:75635845-75636067	10:75635600-75636522	10:75541235-75546007	10:75630008-75639708	gained	HELLER_HDAC_TARGETS_UP,ETF_Q6,MIR6512_3P,MIR6720_5P,CP2_02	91016	0.73984923390776	0.664186250166966	0.702889573340221	
Nut10h.vs.Nut0h	enhancer	ENSG00000238910	snoU13	22:32019683-32019905	22:32018925-32021543	22:32347254-32351012	22:32012965-32043912	gained		329197	1.45404246308498	0.498917497616552	1.11279659280154	
Nut10h.vs.Nut0h	promoter	ENSG00000265073	AC010761.6	17:27070044-27070266	17:27069920-27071120					0	0.613474442103818	0.613474442103818		
Nut10h.vs.Nut0h	promoter	ENSG00000216002	AC092576.1	2:236233860-236234082	2:236234002-236235202					0	2.00962939260411	2.00962939260411		
Nut10h.vs.Nut0h	promoter	ENSG00000107897	ACBD5	10:27532047-27532269	10:27530859-27532059				LEE_RECENT_THYMIC_EMIGRANT	0	0.839518141734873	0.839518141734873		0.0936062167876551
Nut10h.vs.Nut0h	promoter	ENSG00000134575	ACP2	11:47270338-47270560	11:47270257-47271457				WU_HBX_TARGETS_1_UP,WU_HBX_TARGETS_2_DN	0	0.497444450602964	0.497444450602964		-0.295742385907581
Nut10h.vs.Nut0h	promoter	ENSG00000107796	ACTA2	10:90750960-90751182	10:90750947-90752147				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR,SMIRNOV_RESPONSE_TO_IR_6HR_UP,KERLEY_RESPONSE_TO_CISPLATIN_UP,KANNAN_TP53_TARGETS_UP,CROONQUIST_STROMAL_STIMULATION_UP,MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP,REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,ONDER_CDH1_SIGNALING_VIA_CTNNB1	0	1.18146312347968	1.1229855238118		3.20412637272917
Nut10h.vs.Nut0h	promoter	ENSG00000169252	ADRB2	5:148205668-148205890	5:148205156-148206356				ONDER_CDH1_SIGNALING_VIA_CTNNB1	0	1.19193558335193	1.05501674774701		
Nut10h.vs.Nut0h	promoter	ENSG00000129474	AJUBA	14:23451880-23452102	14:23451651-23452851				INGRAM_SHH_TARGETS_DN,ZHANG_BREAST_CANCER_PROGENITORS_UP,TAZ_TARGET_GENES,TSHZ1_TARGET_GENES,ZNF236_TARGET_GENES	0	0.995301683713873	0.725363159733304		0.632168379731687
Nut10h.vs.Nut0h	promoter	ENSG00000186352	ANKRD37	4:186316854-186317076	4:186316175-186317375				MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP,LEE_RECENT_THYMIC_EMIGRANT,MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	0	0.713921120608056	1.06861477064581		-0.135098690150363
Nut10h.vs.Nut0h	promoter	ENSG00000100298	APOBEC3H	22:39493188-39493410	22:39492229-39493429				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR	0	1.36003013832243	1.32271396282226		1.54925205177176
Nut10h.vs.Nut0h	promoter	ENSG00000105327	BBC3	19:47735727-47735949	19:47735823-47737023				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR,WP_P53_TRANSCRIPTIONAL_GENE_NETWORK,SMIRNOV_RESPONSE_TO_IR_6HR_UP,WARTERS_RESPONSE_TO_IR_SKIN,WARTERS_IR_RESPONSE_5GY,KEGG_P53_SIGNALING_PATHWAY,PID_TAP63_PATHWAY,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,PID_P53_DOWNSTREAM_PATHWAY,QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR,INGA_TP53_TARGETS,SMIRNOV_RESPONSE_TO_IR_2HR_UP,KANNAN_TP53_TARGETS_UP,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,GALLUZZI_PERMEABILIZE_MITOCHONDRIA,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,WP_TP53_NETWORK,TAZ_TARGET_GENES	0	1.71437091873534	1.71437091873534		2.00630435213537
Nut10h.vs.Nut0h	promoter	ENSG00000176912	C18orf56	18:658160-658382	18:658140-659340				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,WARTERS_RESPONSE_TO_IR_SKIN,WARTERS_IR_RESPONSE_5GY,TONG_INTERACT_WITH_PTTG1	0	0.223889093045056	0.0545136844919595		1.10745655756642
Nut10h.vs.Nut0h	promoter	ENSG00000170835	CEL	9:135936614-135936836	9:135936365-135937565				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	0	1.59025126491249	1.44055731540836		1.21352396782721
Nut10h.vs.Nut0h	promoter	ENSG00000253653	CTC-248O19.1	5:156693238-156693460	5:156693435-156694635					0	1.29056171579614	1.40385738590137		
Nut10h.vs.Nut0h	promoter	ENSG00000271926	CTD-2376I4.1	5:72251031-72251253	5:72249901-72251101					0	0.779658792794797	0.948946628779183		
Nut10h.vs.Nut0h	promoter	ENSG00000177030	DEAF1	11:706914-707136	11:706515-707715				TAZ_TARGET_GENES	0	0.625261103686083	0.625261103686083		-0.0952401312340319
Nut10h.vs.Nut0h	promoter	ENSG00000169016	E2F6	2:11606287-11606509	2:11606097-11607297				PID_E2F_PATHWAY	0	0.134858799243027	0.134858799243027		-0.307464661736366
Nut10h.vs.Nut0h	promoter	ENSG00000165891	E2F7	12:77459751-77459973	12:77459160-77460360				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR,WARTERS_RESPONSE_TO_IR_SKIN,WARTERS_IR_RESPONSE_5GY,PID_E2F_PATHWAY,ZHANG_BREAST_CANCER_PROGENITORS_UP	0	-0.225654901012651	1.17647508890004		0.30996749407783
Nut10h.vs.Nut0h	promoter	ENSG00000149547	EI24	11:125439285-125439507	11:125438112-125439312				HALLMARK_P53_PATHWAY,FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR,SMIRNOV_RESPONSE_TO_IR_6HR_UP,KEGG_P53_SIGNALING_PATHWAY,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR,BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP,MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP,BRACHAT_RESPONSE_TO_CISPLATIN,MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP,BRACHAT_RESPONSE_TO_METHOTREXATE_UP	0	0.812054250535123	0.812054250535123		0.676905461648046
Nut10h.vs.Nut0h	promoter	ENSG00000100353	EIF3D	22:36926266-36926488	22:36925283-36926483					0	0.563149231794301	0.563149231794301		-0.015672094389178
Nut10h.vs.Nut0h	promoter	ENSG00000006744	ELAC2	17:12921603-12921825	17:12921304-12922504				MUELLER_PLURINET	0	0.648832827132388	0.648832827132388		-0.288375732634587
Nut10h.vs.Nut0h	promoter	ENSG00000203950	FAM127B	X:134185876-134186098	X:134186026-134187226					0	0.687775630386798	0.687775630386798		0.337287840724172
Nut10h.vs.Nut0h	promoter	ENSG00000237765	FAM200B	4:15682946-15683168	4:15682285-15683485					0	0.707552216706677	0.707552216706677		-0.082710402263788
Nut10h.vs.Nut0h	promoter	ENSG00000118564	FBXL5	4:15682946-15683168	4:15683102-15684302					0	0.707552216706677	0.707552216706677		0.290280062288598
Nut10h.vs.Nut0h	promoter	ENSG00000167196	FBXO22	15:76196305-76196527	15:76195200-76196400				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,MACAEVA_PBMC_RESPONSE_TO_IR,WARTERS_RESPONSE_TO_IR_SKIN	0	0.451404407965889	0.232664342723154		1.1801227360583
Nut10h.vs.Nut0h	promoter	ENSG00000157107	FCHO2	5:72251031-72251253	5:72250808-72252008				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	0	0.779658792794797	0.948946628779183		0.554784052915555
Nut10h.vs.Nut0h	promoter	ENSG00000087338	GMCL1	2:70055807-70056029	2:70055774-70056974					0	1.11057367013227	0.847849128047881		-0.315226480821717
Nut10h.vs.Nut0h	promoter	ENSG00000127955	GNAI1	7:79762785-79763007	7:79762271-79763471				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,LEE_RECENT_THYMIC_EMIGRANT	0		1.23224640572616		0.368408344407458
Nut10h.vs.Nut0h	promoter	ENSG00000196787	HIST1H2AG	6:27099671-27099893	6:27099832-27101032					0	0.238708449013474	0.238708449013474		-0.138011984380112
Nut10h.vs.Nut0h	promoter	ENSG00000105323	HNRNPUL1	19:41768026-41768248	19:41767401-41768601					0	0.794190517068391	1.02863825188096		-0.414343738981681
Nut10h.vs.Nut0h	promoter	ENSG00000196196	HRCT1	9:35906009-35906231	9:35905189-35906389					0	0.890093114515115	0.890093114515115		
Nut10h.vs.Nut0h	promoter	ENSG00000137331	IER3	6:30712418-30712640	6:30712131-30713331				HALLMARK_P53_PATHWAY,FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,SMIRNOV_RESPONSE_TO_IR_6HR_UP,KERLEY_RESPONSE_TO_CISPLATIN_UP,INGA_TP53_TARGETS,SMIRNOV_RESPONSE_TO_IR_2HR_UP,MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP,DORN_ADENOVIRUS_INFECTION_32HR_DN,DORN_ADENOVIRUS_INFECTION_48HR_DN,CROONQUIST_STROMAL_STIMULATION_UP,TONG_INTERACT_WITH_PTTG1,MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP,DAZARD_UV_RESPONSE_CLUSTER_G28,SESTO_RESPONSE_TO_UV_C3	0	0.521571655985022	0.521571655985022		0.220159722138144
Nut10h.vs.Nut0h	promoter	ENSG00000113302	IL12B	5:158758327-158758549	5:158757695-158758895					0	-0.447594505347051	-0.447594505347051		
Nut10h.vs.Nut0h	promoter	ENSG00000214960	ISPD	7:16461472-16461694	7:16460747-16461947					0	1.05832644201936	1.03116272958791		1.25705165406613
Nut10h.vs.Nut0h	promoter	ENSG00000123384	LRP1	12:57521495-57521717	12:57521276-57522476				FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	0	1.04965078608881	1.04965078608881		1.69964764141213
